train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0.16785213426669682,90.77837423312883,0.9016158723665372,2.10021710395813,50.0,0.6363636363636364
0.06834122011769403,96.68328220858896,0.9663881872935691,0.3318457007408142,87.5,0.875
0.06232940681004451,96.875,0.9694470477975633,0.5662170052528381,81.25,0.8
0.048404752728215025,97.64187116564418,0.976158170188021,0.5980138182640076,81.25,0.8
0.04246733037103539,97.85276073619632,0.9786014520443256,0.5719053149223328,87.5,0.875
0.044665570507980194,98.00613496932516,0.979711275848615,0.2575337886810303,87.5,0.875
0.03277777089091715,98.50460122699387,0.984717868338558,0.4875892400741577,87.5,0.875
0.037363356083597234,98.15950920245399,0.9817836812144213,1.165551781654358,68.75,0.7619047619047619
0.029195475689152633,98.56211656441718,0.9856018429641006,0.850605309009552,81.25,0.8421052631578947
0.026478313615237094,98.6388036809816,0.9859822309970385,0.23963668942451477,93.75,0.9411764705882353
0.02033569294090834,99.00306748466258,0.9899536321483772,0.5042639374732971,93.75,0.9411764705882353
0.019768500767728212,99.04141104294479,0.9901690916240661,0.45616334676742554,93.75,0.9411764705882353
0.019988466756978282,99.02223926380368,0.9898869720404521,0.20448479056358337,87.5,0.875
0.015935201172151265,99.27147239263803,0.9926979246733282,0.11038484424352646,93.75,0.9411764705882353
0.024465360734083237,98.90720858895706,0.9891984081864695,0.2218978852033615,81.25,0.7692307692307693
0.01598251072269939,99.30981595092024,0.9930849020361122,0.43035730719566345,87.5,0.8888888888888888
0.018489032277431726,99.0989263803681,0.9907316111220666,0.5102246999740601,93.75,0.9411764705882353
0.011241202455148262,99.48236196319019,0.9948026948989412,0.29296523332595825,93.75,0.9411764705882353
0.014726847758019582,99.27147239263803,0.9926356589147287,0.6390784978866577,87.5,0.875
0.013230474988938498,99.21395705521472,0.9920248978797899,0.1751619577407837,87.5,0.8571428571428571
0.01233327018662693,99.38650306748467,0.9937936384794415,0.543308436870575,93.75,0.9411764705882353
0.008302178229219595,99.5590490797546,0.9956298688960669,0.039086274802684784,100.0,1.0
0.015980557457685323,99.21395705521472,0.9919874926714872,0.6168420314788818,81.25,0.8421052631578947
0.017853131358500317,99.15644171779141,0.9915156189741612,0.2103474885225296,93.75,0.9411764705882353
0.01354521145669892,99.42484662576688,0.9943396226415094,0.32151132822036743,87.5,0.875
0.00857383251387306,99.5398773006135,0.9953899346907414,0.028988569974899292,100.0,1.0
0.013356411390712176,99.40567484662577,0.9940487617584949,0.11334513127803802,93.75,0.9333333333333333
0.00615292469516648,99.65490797546012,0.9965183752417794,0.379953533411026,93.75,0.9411764705882353
0.007536866917829115,99.63573619631902,0.9962752401489904,0.10719966143369675,100.0,1.0
0.0033559472893080473,99.86579754601227,0.9986734887246541,0.44395387172698975,93.75,0.9411764705882353
0.01019970331284963,99.44401840490798,0.9944730322088813,0.45005103945732117,87.5,0.875
0.011203208976629494,99.40567484662577,0.9939299001370667,0.06297577172517776,100.0,1.0
0.008870527291801855,99.5207055214724,0.995195079761676,0.29461178183555603,87.5,0.8888888888888888
0.008540755024421217,99.65490797546012,0.9966279505432747,0.3135710060596466,87.5,0.8888888888888888
0.007982461140105397,99.65490797546012,0.9965622612681436,0.3384990394115448,93.75,0.9411764705882353
0.004750617347162023,99.78911042944786,0.9979678551634953,0.050872355699539185,100.0,1.0
0.016144186356876252,99.30981595092024,0.993179234558545,0.10548243671655655,100.0,1.0
0.007447705644131438,99.63573619631902,0.996395370897363,0.4925432503223419,93.75,0.9411764705882353
0.0139794554187312,99.1180981595092,0.9912514263978699,0.4344829022884369,93.75,0.9411764705882353
0.005437643150441874,99.80828220858896,0.9980384464495881,0.03987344726920128,100.0,1.0
0.0024100860854520813,99.96165644171779,0.9996200607902735,0.09808998554944992,93.75,0.9411764705882353
0.002421586584579057,99.94248466257669,0.9994336416839721,0.0620327927172184,100.0,1.0
0.0034051040956408407,99.84662576687117,0.9984621299500193,0.008305112831294537,100.0,1.0
0.0026353390282002117,99.90414110429448,0.9990437942245172,0.28616902232170105,93.75,0.9411764705882353
0.01064366978618882,99.5590490797546,0.9955572725516708,0.06559722870588303,87.5,0.8571428571428571
0.014745786722425937,99.21395705521472,0.9922480620155039,0.18618202209472656,93.75,0.9411764705882353
0.010521167890665813,99.5590490797546,0.9955964005360903,0.01898113079369068,100.0,1.0
0.0048509097480975046,99.80828220858896,0.9980908743795341,0.06620927155017853,100.0,1.0
0.00358266392667375,99.84662576687117,0.9984934086629002,0.2855592370033264,93.75,0.9411764705882353
0.005920102496790264,99.75076687116564,0.9975308641975309,0.20717445015907288,87.5,0.875
